API_id,cosolvent_id,surfactant_id,oil_id1,API_prop,cosolvent_prop,surfactant_prop,oil_prop1,size,PDI,API_logp,API_sol,API_polar,o_LC,o_sat,s_HLB,c_viscosity
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,,CCCCCCC(CCCCCCCCCC(=O)[O-])C(=O)OCC(CO)O,CCCCCCCC/C=C\CCCCCCCC(=O)O.C(C(CO)O)O,0.050,0.000,0.641,0.095,-0.647166622346465,0.085,4.46,0.0122,117.68,1,0,14.2,0
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,,CCCCCCC(CCCCCCCCCC(=O)[O-])C(=O)OCC(CO)O,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,0.050,0.000,0.428,0.095,-0.626242048949582,0.146,4.46,0.0122,117.68,0,1,14.5,0
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,,CCCCCCC(CCCCCCCCCC(=O)[O-])C(=O)OCC(CO)O,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,0.050,0.000,0.570,0.095,-0.592541745920939,0.131,4.46,0.0122,117.68,0,1,14.3,0
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,,CCCCCCC(CCCCCCCCCC(=O)[O-])C(=O)OCC(CO)O,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,0.050,0.000,0.641,0.095,-0.584116670163778,0.124,4.46,0.0122,117.68,0,1,14.2,0
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCOCCOCCO,CCCCCCC(C/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\CC(CCCCCC)O)=O)OC(CCCCCCC/C=C\CC(CCCCCC)O)=O)=O)O,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,0.050,0.285,0.570,0.095,-0.637222270633095,0.17,4.46,0.0122,117.68,0,1,15,4.8
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCOCCOCCO,CCCCCCC(C/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\CC(CCCCCC)O)=O)OC(CCCCCCC/C=C\CC(CCCCCC)O)=O)=O)O,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,0.050,0.380,0.380,0.190,-0.58957225200653,0.22,4.46,0.0122,117.68,0,1,15,4.8
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCOCCOCCO,CCCCCCC(C/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\CC(CCCCCC)O)=O)OC(CCCCCCC/C=C\CC(CCCCCC)O)=O)=O)O,CCCCCCCC(=O)OCC(C)O,0.050,0.285,0.570,0.095,-0.646199810374331,0.11,4.46,0.0122,117.68,0,1,15,4.8
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCOCCOCCO,CCCCCCC(C/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\CC(CCCCCC)O)=O)OC(CCCCCCC/C=C\CC(CCCCCC)O)=O)=O)O,CCCCCCCC(=O)OCC(C)O,0.050,0.380,0.380,0.190,-0.609599071429289,0.2,4.46,0.0122,117.68,0,1,15,4.8
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,CCOCCOCCO,CCCCCCC(C/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\CC(CCCCCC)O)=O)OC(CCCCCCC/C=C\CC(CCCCCC)O)=O)=O)O,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O,0.050,0.285,0.570,0.095,-0.633078790752524,0.05,4.46,0.0122,117.68,1,0,15,4.8
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.437,0.097,-0.669679529697566,,5.88,0.75,6.48,0,1,15.5,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.175,0.097,-0.671060689657757,,5.88,0.75,6.48,0,1,15.2,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.698,0.097,-0.614433131289955,,5.88,0.75,6.48,0,1,15.8,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.388,0.194,1.83712579804781,,5.88,0.75,6.48,0,1,15.5,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.155,0.194,1.24529875510627,,5.88,0.75,6.48,0,1,15.2,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.621,0.194,0.719767390253863,,5.88,0.75,6.48,0,1,15.8,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.340,0.291,1.22527193568351,,5.88,0.75,6.48,0,1,15.5,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.136,0.291,1.1133979789081,,5.88,0.75,6.48,0,1,15.2,0
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,,CCCCCCCCCCCC(OCCOCC(C1OCC(OCCO)C1OCCO)OCCO)=O,CCCCCCCCCCCC(=O)OCC(C)O,0.030,0.000,0.543,0.291,0.908295724819838,,5.88,0.75,6.48,0,1,15.8,0
